ID,Name,Nationality,Age,Team,Contract_Period,Height_cm,Weight_kg,Positions,BP,foot,↓OVA,POT,Player_Tier,Growth,Value_Eur,Wage_Eur,Release_Clause_Eur,Offensive_Score,Total Stats,Base Stats,Hits
216682,Deon Hotto,Namibia,29,Orlando Pirates,2020 ~ 2024,170.2,64.9,LW,LW,Right,70,70,Fodder,0,1700000.0,500.0,3700000.0,333.5,1796,376,"
2"
224874,Amahl Pellegrino,Norway,30,Kristiansund BK,2019 ~ 2021,190.5,68.0,LM LW,LM,Right,70,70,Fodder,0,1700000.0,3000.0,2100000.0,329.0,1796,381,"
1"
225386,Ygor Nogueira de Paula,Brazil,25,Gil Vicente FC,2019 ~ 2021,188.0,82.1,CB,CB,Right,70,72,Starter,2,1900000.0,5000.0,4000000.0,206.0,1509,326,"
3"
231530,Jose Manuel Arnaiz Diaz,Spain,25,CD Leganés,2018 ~ 2023,175.3,69.9,LM ST RM,ST,Right,70,73,Starter,3,2200000.0,7000.0,3700000.0,319.0,1773,381,"
10"
222315,Gabriel Esparza,Argentina,27,Sol de América,2020 ~ 2025,167.6,68.9,LM,LM,Left,70,70,Fodder,0,1900000.0,500.0,4099999.9999999995,301.5,1786,384,"
3"
178283,Ruud Boffin,Belgium,32,Antalyaspor,2017 ~ 2022,195.6,86.2,GK,GK,Right,70,70,Fodder,0,1100000.0,8000.0,2200000.0,75.5,1197,406,"
2"
191083,Patrick Mortensen,Denmark,30,Aarhus GF,2019 ~ 2023,190.5,78.0,ST,ST,Right,70,70,Fodder,0,1700000.0,9000.0,2100000.0,275.5,1644,348,"
2"
212332,Robin Ramirez,Paraguay,30,River Plate Asunción,2019 ~ 2025,170.2,69.9,ST,ST,Right,70,70,Fodder,0,1700000.0,500.0,3700000.0,323.0,1840,385,"
2"
157804,Scott Carson,England,34,Manchester City,"Jun 30, 2021 On Loan",190.5,86.2,GK,GK,Right,70,70,Fodder,0,775000.0,37000.0,0.0,88.5,1144,382,"
12"
209005,Luis Cardozo,Paraguay,31,Club Libertad,2015 ~ 2024,180.3,74.8,CB RB,CB,Right,70,70,Fodder,0,1300000.0,500.0,2900000.0,223.0,1588,355,"
4"
222573,Andres Tello,Colombia,23,Benevento,2018 ~ 2021,180.3,79.8,CM LM,RM,Right,70,77,Starter,7,2500000.0,9000.0,5000000.0,333.5,1969,430,"
22"
194669,Marcel Ritzmaier,Austria,27,SK Rapid Wien,"Jun 30, 2021 On Loan",180.3,73.9,CM LWB LM,CAM,Left,70,71,Starter,1,2000000.0,16000.0,0.0,345.5,1954,410,"
3"
202350,Fabricio dos Santos Messias,Brazil,30,Portimonense SC,"Jun 30, 2021 On Loan",182.9,78.0,CF ST,ST,Right,70,70,Fodder,0,1700000.0,6000.0,0.0,348.0,1895,391,"
3"
162926,Paul Gallagher,Scotland,35,Preston North End,2015 ~ 2021,182.9,76.2,CM CDM,CM,Right,70,70,Fodder,0,750000.0,12000.0,1400000.0,344.5,1841,382,"
2"
247150,Alex Vigo,Argentina,21,Club Atlético Colón,2019 ~ 2023,175.3,74.8,RB,RB,Right,70,80,Starter,10,2600000.0,5000.0,4400000.0,289.5,1790,392,"
9"
199535,Michael Novak,Austria,29,Wolfsberger AC,2018 ~ 2023,182.9,79.8,RB,RB,Right,70,70,Fodder,0,1500000.0,9000.0,2200000.0,274.0,1736,383,"
1"
242287,Francisco Ortega,Argentina,21,Vélez Sarsfield,2017 ~ 2021,177.8,74.8,LB LWB,LM,Left,70,82,Elite,12,2900000.0,6000.0,4900000.0,307.5,1904,416,"
55"
178287,Scott Arfield,Canada,31,Rangers FC,2018 ~ 2022,177.8,79.8,CM CF,CM,Right,70,70,Fodder,0,1500000.0,27000.0,2700000.0,336.0,1948,407,"
11"
198000,Justin Morrow,United States,32,Toronto FC,2013 ~ 2020,175.3,74.8,LB LWB LM,LB,Left,70,70,Fodder,0,1100000.0,5000.0,1700000.0,312.0,1888,400,"
8"
205425,Luis Leal dos Anjos,São Tomé & Príncipe,33,Club Tijuana,2020 ~ 2020,175.3,69.9,ST RM,ST,Right,70,70,Fodder,0,1100000.0,13000.0,1900000.0,330.0,1819,376,"
8"
233585,Lincoln Oliveira dos Santos,Brazil,21,Santa Clara,2019 ~ 2022,177.8,72.1,CAM,CAM,Left,70,80,Starter,10,2900000.0,3000.0,6700000.0,331.5,1774,368,"
18"
233841,Carlos Cuesta,Colombia,21,KRC Genk,2019 ~ 2024,182.9,79.8,CB RB CDM,CB,Right,70,80,Starter,10,2600000.0,6000.0,4400000.0,221.0,1589,353,"
29"
236145,Luan Vagner Sendeiro Zanon,Brazil,28,Internacional,2019 ~ 2023,180.3,78.0,CDM,CDM,Right,70,71,Starter,1,1800000.0,14000.0,3600000.0,316.5,1838,391,"
1"
240753,Amine Gouiri,France,20,OGC Nice,2020 ~ 2024,180.3,72.1,ST,ST,Right,70,83,Elite,13,3500000.0,15000.0,8800000.0,314.5,1727,374,"
98"
142962,Enrique Bologna,Argentina,38,River Plate,2016 ~ 2021,188.0,87.1,GK,GK,Right,70,70,Fodder,0,180000.0,4000.0,252000.0,94.0,1204,389,"
6"
213106,Runar Mar Sigurjonsson,Iceland,30,Iceland,Free,177.8,83.0,CM CDM,CM,Right,70,70,Fodder,0,0.0,0.0,0.0,342.5,1967,411,"
5"
177522,Jesus Manuel Santana Abreu,Spain,35,CD Tenerife,2012 ~ 2021,172.7,62.1,RM,RM,Right,70,70,Fodder,0,775000.0,5000.0,1200000.0,305.5,1907,409,"
3"
188274,Mustapha Yatabare,Mali,34,Sivasspor,2019 ~ 2021,185.4,83.9,ST,ST,Right,70,70,Fodder,0,925000.0,11000.0,1900000.0,309.0,1708,367,"
2"
192114,Antonio Briseno,Mexico,26,Guadalajara,2019 ~ 2023,185.4,81.2,CB,CB,Right,70,73,Starter,3,2000000.0,22000.0,3600000.0,256.5,1692,356,"
11"
199027,Jack Robinson,England,26,Sheffield United,2020 ~ 2022,180.3,67.1,CB LWB,CB,Left,70,71,Starter,1,1800000.0,17000.0,3600000.0,273.5,1775,373,"
19"
213619,Sebastian Saez,Argentina,35,Unión La Calera,2020 ~ 2025,177.8,79.8,ST,ST,Right,70,70,Fodder,0,825000.0,2000.0,1100000.0,291.0,1620,351,"
4"
224883,Steve Mounie,Benin,25,Stade Brestois 29,2020 ~ 2024,190.5,79.8,ST,ST,Right,70,73,Starter,3,2300000.0,11000.0,4800000.0,313.0,1773,371,"
15"
225139,Keagan Dolly,South Africa,27,Montpellier HSC,2017 ~ 2021,170.2,69.9,CAM LM,CAM,Left,70,71,Starter,1,2000000.0,17000.0,4200000.0,323.0,1795,376,"
8"
236147,Lourival Adnan Rodeiro Reis,Brazil,28,Palmeiras,2019 ~ 2023,180.3,73.0,CM,CM,Right,70,70,Fodder,0,1800000.0,20000.0,3200000.0,275.5,1964,381,"
2"
239475,Jonathan Gonzalez,Mexico,21,Monterrey,2017 ~ 2022,175.3,62.1,CM CDM,CDM,Right,70,80,Starter,10,2800000.0,16000.0,5300000.0,308.0,1900,405,"
27"
243315,Daniel Gomez Alcon,Spain,21,Levante UD,2020 ~ 2025,177.8,68.9,ST,ST,Right,70,79,Starter,9,2800000.0,11000.0,6400000.0,296.0,1730,382,"
18"
180339,Nils Schouterden,Belgium,31,KAS Eupen,2017 ~ 2021,175.3,64.9,LWB LM LB,LWB,Left,70,70,Fodder,0,1300000.0,7000.0,2000000.0,311.5,1887,391,"
2"
239732,Szymon Zurkowski,Poland,22,Empoli,2019 ~ 2023,185.4,77.1,CM,CDM,Right,70,79,Starter,9,2700000.0,3000.0,4700000.0,299.5,1954,427,"
27"
113524,Juan Francisco Martinez Modesto,Spain,40,Elche CF,2016 ~ 2021,170.2,68.0,ST CF CAM,ST,Right,70,70,Fodder,0,0.0,9000.0,0.0,320.0,1796,365,"
14"
198261,Tim Ream,United States,32,Fulham,2015 ~ 2021,188.0,79.8,CB,CB,Left,70,70,Fodder,0,1100000.0,41000.0,2100000.0,310.5,1794,378,"
30"
224885,Guilherme Haubert Sitya,Brazil,30,Atiker Konyaspor,2020 ~ 2021,180.3,78.9,LB LM,LB,Left,70,70,Fodder,0,1400000.0,9000.0,2800000.0,288.5,1808,391,"
3"
226677,Juninho Bacuna,Curacao,22,Huddersfield Town,2018 ~ 2021,177.8,73.9,CM CDM LM,CAM,Right,70,79,Starter,9,2700000.0,14000.0,5700000.0,339.0,1980,423,"
49"
165493,Nicolas Navarro,Argentina,35,Club Atlético Tigre,2020 ~ 2021,190.5,87.1,GK,GK,Left,70,70,Fodder,0,475000.0,4000.0,689000.0,104.5,1212,390,"
2"
237429,Genta Miura,Japan,25,Gamba Osaka,2017 ~ 2021,182.9,77.1,CB,CB,Right,70,73,Starter,3,2000000.0,6000.0,2700000.0,224.5,1526,327,"
22"
241781,Mohamed Awad,Egypt,27,Egypt,Free,182.9,73.0,GK,GK,Right,70,72,Starter,2,0.0,0.0,0.0,90.5,1147,391,"
4"
193909,Alberto Escassi Oliva,Spain,31,Málaga CF,2020 ~ 2023,185.4,78.0,CDM CB,CB,Right,70,70,Fodder,0,1300000.0,6000.0,2000000.0,299.0,1824,379,"
4"
216182,Mario Leitgeb,Austria,32,Wolfsberger AC,2017 ~ 2021,182.9,81.2,CDM CM,CB,Right,70,70,Fodder,0,1200000.0,9000.0,1700000.0,278.5,1717,357,"
3"
222838,Bashkim Ajdini,Germany,27,VfL Osnabrück,2016 ~ 2021,175.3,73.0,RB RM,RM,Right,70,71,Starter,1,1800000.0,7000.0,2900000.0,331.0,1943,408,"
1"
229494,Luis Miguel Vieira da Silva,Portugal,29,Waasland-Beveren,"Jun 30, 2021 On Loan",190.5,83.0,CB,CB,Right,70,70,Fodder,0,1500000.0,6000.0,0.0,204.0,1476,312,"
2"
164470,Carlos Pita Gonzalez,Spain,35,CD Lugo,2010 ~ 2021,185.4,83.9,CDM CB CM,CDM,Right,70,70,Fodder,0,575000.0,4000.0,891000.0,342.0,1836,372,"
2"
232054,Blas Caceres,Paraguay,31,Club Libertad,2019 ~ 2023,177.8,78.9,LM CM CDM,LM,Left,70,70,Fodder,0,1600000.0,500.0,3500000.0,305.0,1741,386,"
1"
236918,Anders Dreyer,Denmark,22,FC Midtjylland,2020 ~ 2024,172.7,69.9,RW CAM,CAM,Left,70,78,Starter,8,2600000.0,14000.0,3900000.0,322.5,1816,379,"
12"
193910,Adam Forshaw,England,28,Leeds United,2018 ~ 2022,175.3,71.2,CDM CM,CDM,Right,70,70,Fodder,0,1600000.0,43000.0,3200000.0,323.0,1875,394,"
20"
213367,Laurent Abergel,France,27,FC Lorient,2019 ~ 2023,170.2,64.9,CDM CM,RWB,Right,70,72,Starter,2,1900000.0,15000.0,3900000.0,265.0,1811,390,"
2"
215159,Washington Camacho,Uruguay,34,Defensa y Justicia,2020 ~ 2021,177.8,68.9,RM LM CAM,CF,Left,70,70,Fodder,0,900000.0,9000.0,1400000.0,328.0,1919,405,"
2"
218743,Alexis Zapata,Colombia,25,Emelec,2020 ~ 2021,175.3,73.9,LM CAM RM,CAM,Left,70,73,Starter,3,2200000.0,500.0,4900000.0,307.0,1766,379,"
4"
233079,Christian Rivera,Colombia,24,Club Tijuana,2016 ~ 2023,182.9,78.0,CDM CM CAM,CDM,Right,70,78,Starter,8,2400000.0,9000.0,4600000.0,279.5,1761,383,"
6"
233591,Carlos Pomares Rayo,Spain,27,CD Tenerife,2020 ~ 2022,182.9,73.9,LB LM,LB,Left,70,71,Starter,1,1800000.0,6000.0,3000000.0,273.5,1724,374,"
4"
204152,Jens Jnsson,Denmark,27,Cádiz CF,2020 ~ 2022,182.9,78.0,CDM CM,CDM,Right,70,70,Fodder,0,1600000.0,14000.0,3500000.0,291.0,1844,401,"
1"
230776,Jesiel Cardoso Miranda,Brazil,26,Kawasaki Frontale,2020 ~ 2021,185.4,83.9,CB,CB,Right,70,73,Starter,3,2000000.0,7000.0,2800000.0,220.5,1489,327,"
5"
204153,Yannick Stark,Germany,29,SG Dynamo Dresden,2020 ~ 2022,185.4,81.2,CDM CM,CDM,Right,70,70,Fodder,0,1500000.0,5000.0,2200000.0,314.0,1927,408,"
5"
208505,Roman Zozulya,Ukraine,30,Albacete BP,2017 ~ 2021,180.3,74.8,ST,ST,Right,70,70,Fodder,0,1700000.0,6000.0,2600000.0,297.5,1827,391,"
6"
202106,Marvin Knoll,Germany,29,FC St. Pauli,2018 ~ 2022,185.4,81.2,CDM CB,CB,Left,70,70,Fodder,0,1500000.0,10000.0,2300000.0,323.5,1956,387,"
4"
226170,Emiliano Amor,Argentina,25,Vélez Sarsfield,2014 ~ 2021,190.5,83.0,CB,CB,Right,70,75,Starter,5,2100000.0,8000.0,3300000.0,206.5,1497,322,"
2"
230266,Heltinho Melo Chaves,Brazil,24,Club Athletico Paranaense,2019 ~ 2023,175.3,68.0,CAM RB,RM,Right,70,70,Fodder,0,2000000.0,8000.0,3800000.0,338.5,1837,380,"
1"
230522,Jonas Welson Orsi de Meneses,Brazil,20,Ceará Sporting Club,2019 ~ 2023,170.2,66.2,CAM RM,RM,Right,70,70,Fodder,0,2000000.0,6000.0,3800000.0,342.5,1770,373,"
2"
173434,Pablo Barrera,Mexico,33,Atlético de San Luis,2020 ~ 2023,177.8,72.1,RM RW,RM,Right,70,70,Fodder,0,1100000.0,9000.0,1900000.0,326.0,1828,387,"
10"
218747,Cesar Pinares,Chile,29,Universidad Católica,2019 ~ 2021,175.3,74.8,CAM CM LM,CAM,Left,70,70,Fodder,0,1700000.0,8000.0,2400000.0,315.0,1800,389,"
9"
219771,Gabriel Augusto Xavier,Brazil,26,Nagoya Grampus,2019 ~ 2022,167.6,60.8,CAM RM ST,CAM,Left,70,70,Fodder,0,1900000.0,4000.0,2400000.0,323.0,1768,365,"
2"
223867,Andreas Gruber,Austria,25,LASK Linz,2020 ~ 2023,175.3,69.9,RW LW ST,CAM,Left,70,72,Starter,2,2200000.0,16000.0,3500000.0,337.5,1835,376,"
1"
181371,Hugo Leonardo Silva Serejo,Brazil,34,Kashima Antlers,2017 ~ 2021,180.3,76.2,CDM CM,CDM,Right,70,70,Fodder,0,675000.0,5000.0,844000.0,329.0,1925,400,"
1"
194171,Knowledge Musona,Zimbabwe,30,KAS Eupen,"Jun 30, 2021 On Loan",177.8,71.2,ST LW CAM,ST,Right,70,70,Fodder,0,1700000.0,8000.0,0.0,335.0,1812,377,"
4"
202620,Richard Boateng,Ghana,27,AD Alcorcón,2019 ~ 2021,177.8,66.2,CM CDM CAM,CM,Right,70,70,Fodder,0,1800000.0,6000.0,2800000.0,299.5,1891,412,"
5"
221820,Xizhe Zhang,China PR,29,Beijing Sinobo Guoan FC,2015 ~ 2020,180.3,68.9,CAM RM CM,CAM,Right,70,70,Fodder,0,1700000.0,11000.0,2700000.0,329.5,1846,381,"
3"
169596,Ryan Shawcross,England,32,Stoke City,2008 ~ 2021,190.5,76.2,CB,CB,Right,70,70,Fodder,0,1100000.0,15000.0,2100000.0,227.5,1532,323,"
7"
238460,Rhian Brewster,England,20,Sheffield United,2020 ~ 2025,180.3,74.8,ST,ST,Right,70,84,Elite,14,3900000.0,16000.0,9800000.0,304.5,1669,358,"
168"
243580,Lois Openda,Belgium,20,Vitesse,"Jun 30, 2021 On Loan",175.3,78.0,ST LM,ST,Right,70,80,Starter,10,2900000.0,9000.0,0.0,286.0,1721,384,"
53"
244605,Christos Albanis,Greece,25,AEK Athens,2018 ~ 2021,182.9,79.8,LM RM ST,RM,Right,70,72,Starter,2,2200000.0,500.0,5000000.0,311.5,1729,377,"
6"
190589,Stefan Hierlander,Austria,29,SK Sturm Graz,2016 ~ 2021,180.3,73.0,RM LB LM,RM,Right,70,70,Fodder,0,1700000.0,13000.0,2500000.0,334.0,1942,408,"
2"
246398,Santiago Rojas,Paraguay,24,Nacional Asunción,2019 ~ 2024,185.4,79.8,GK,GK,Right,70,76,Starter,6,1800000.0,500.0,4200000.0,62.0,1043,373,"
2"
183422,Jonny Howson,England,32,Middlesbrough,2017 ~ 2021,180.3,77.1,CB RB CM,CDM,Right,70,70,Fodder,0,1100000.0,9000.0,2100000.0,334.5,2001,416,"
6"
211327,Mauro Goicoechea,Uruguay,32,Toulouse Football Club,2015 ~ 2021,185.4,82.1,GK,GK,Right,70,70,Fodder,0,1100000.0,3000.0,2000000.0,95.5,1217,399,"
6"
194431,Mikkel Kirkeskov,Denmark,28,Piast Gliwice,2018 ~ 2020,182.9,83.9,LB,LB,Left,70,70,Fodder,0,1500000.0,5000.0,2000000.0,295.5,1841,396,"
1"
221312,Alexis Perez,Colombia,26,Club Atlético Lanús,2020 ~ 2021,177.8,77.1,CB LB,CB,Left,70,75,Starter,5,2100000.0,10000.0,3300000.0,232.5,1630,355,"
6"
133249,Emil Hallfresson,Iceland,36,Iceland,Free,185.4,86.2,CM CDM,CDM,Left,70,70,Fodder,0,0.0,0.0,0.0,343.0,1927,398,"
2"
246145,Ignacio Aliseda,Argentina,20,Chicago Fire,2020 ~ 2023,170.2,68.9,LW RW ST,RM,Right,70,84,Elite,14,3900000.0,4000.0,8300000.000000001,294.5,1746,380,"
105"
207746,Steeve Yago,Burkina Faso,27,Stade Malherbe Caen,2019 ~ 2021,180.3,77.1,RB CB,RB,Right,70,70,Fodder,0,1600000.0,5000.0,2900000.0,281.0,1792,380,"
2"
214658,Jesper Karlstrom,Sweden,25,Djurgårdens IF,2015 ~ 2022,182.9,81.2,CDM CM,CDM,Right,70,76,Starter,6,2200000.0,4000.0,3200000.0,311.5,1868,399,"
4"
226434,Rafael Garcia,Uruguay,31,Club Atlético Colón,2020 ~ 2022,182.9,82.1,CB,CB,Right,70,70,Fodder,0,1300000.0,7000.0,2000000.0,224.0,1521,331,"
2"
230786,Jose Luis Garcia Vaya,Spain,21,Vitória Guimarães,"Jun 30, 2021 On Loan",185.4,73.0,CDM CM,CM,Right,70,82,Elite,12,3000000.0,4000.0,0.0,319.5,1836,387,"
24"
204163,Jores Okore,Denmark,27,Aalborg BK,2017 ~ 2021,182.9,79.8,CB,CB,Right,70,71,Starter,1,1800000.0,8000.0,2400000.0,239.0,1715,373,"
8"
230531,Saberto Josue Botelho Rios,Brazil,20,Club Athletico Paranaense,2019 ~ 2023,182.9,77.1,CDM,CB,Right,70,70,Fodder,0,1800000.0,6000.0,3400000.0,258.0,1781,378,"
2"
239747,Sergio Cordova,Venezuela,22,DSC Arminia Bielefeld,"Jun 30, 2021 On Loan",188.0,87.1,ST,ST,Right,70,78,Starter,8,2700000.0,13000.0,0.0,296.5,1611,354,"
61"
246403,Beder Caicedo,Ecuador,28,Independiente del Valle,2020 ~ 2022,180.3,72.1,LB,LB,Left,70,70,Fodder,0,1500000.0,500.0,3300000.0,275.5,1758,382,"
2"
236164,Martin Victor Cordeia Damasco,Brazil,24,Internacional,2019 ~ 2023,180.3,76.2,CAM CM,CAM,Right,70,70,Fodder,0,2000000.0,13000.0,3800000.0,339.5,1778,361,"
1"
190084,Panagiotis Tachtsidis,Greece,29,Lecce,2019 ~ 2022,190.5,86.2,CM,CM,Left,70,70,Fodder,0,1700000.0,20000.0,3100000.0,331.5,1852,382,"
1"
246405,Bryan Angulo,Ecuador,24,Club Tijuana,"Jun 30, 2021 On Loan",182.9,69.9,ST,ST,Right,70,76,Starter,6,2500000.0,12000.0,0.0,295.0,1623,353,"
12"
187013,Oswaldo Alanis,Mexico,31,San Jose Earthquakes,"Dec 31, 2020 On Loan",185.4,82.1,CB,CB,Left,70,70,Fodder,0,1300000.0,5000.0,0.0,300.0,1792,360,"
2"
233606,Jesus Angulo,Mexico,23,Guadalajara,2020 ~ 2023,172.7,63.0,LM,LM,Left,70,79,Starter,9,2700000.0,21000.0,5100000.0,309.0,1785,383,"
16"
223879,Leonardo Ramos,Argentina,30,Pachuca,"Jun 30, 2021 On Loan",185.4,83.9,ST,ST,Left,70,70,Fodder,0,1700000.0,11000.0,0.0,303.0,1730,370,"
3"
243591,Fernando Andrade dos Santos,Brazil,27,Çaykur Rizespor,"May 31, 2021 On Loan",180.3,78.0,LM ST,ST,Right,70,70,Fodder,0,1900000.0,9000.0,0.0,323.5,1727,372,"
5"
212104,Jaime Gomez,Mexico,26,Club Tijuana,2020 ~ 2022,175.3,67.1,RB CM RWB,RB,Right,70,71,Starter,1,1800000.0,11000.0,3200000.0,315.5,1896,411,"
2"
238216,Conor Gallagher,England,20,West Bromwich Albion,"Jun 30, 2021 On Loan",182.9,73.9,CAM CM,CAM,Right,70,83,Elite,13,3400000.0,29000.0,0.0,297.5,1789,387,"
61"
184456,Eric Lichaj,United States,31,Fatih Karagümrük S.K.,2020 ~ 2021,177.8,79.8,RB LB CB,RB,Right,70,70,Fodder,0,1300000.0,8000.0,2600000.0,264.5,1762,375,"
4"
183177,Lucas Barrios,Paraguay,35,Gimnasia y Esgrima La Plata,2020 ~ 2021,188.0,83.9,ST,ST,Right,70,70,Fodder,0,825000.0,8000.0,1200000.0,326.0,1788,370,"
6"
215178,Erik Godoy,Argentina,26,Vancouver Whitecaps FC,2020 ~ 2020,185.4,78.9,CB,CB,Right,70,73,Starter,3,2000000.0,5000.0,3100000.0,242.0,1570,346,"
12"
227978,Marvin Mehlem,Germany,22,SV Darmstadt 98,2017 ~ 2022,175.3,67.1,LM CAM,CAM,Right,70,79,Starter,9,2700000.0,10000.0,4900000.0,298.0,1795,382,"
11"
246666,Noah Katterbach,Germany,19,1. FC Köln,2018 ~ 2024,177.8,73.0,LB,LB,Left,70,84,Elite,14,3500000.0,7000.0,8500000.0,264.5,1666,369,"
174"
211339,Rudy Cardozo,Bolivia,30,Bolivia,Free,170.2,69.9,LM,LM,Left,70,70,Fodder,0,0.0,0.0,0.0,297.0,1777,376,"
6"
225931,Mikkel Duelund,Denmark,23,Dynamo Kyiv,2018 ~ 2023,177.8,74.8,CAM,CAM,Right,70,78,Starter,8,2600000.0,500.0,6200000.0,331.5,1873,391,"
8"
243851,Vincent Pule,South Africa,28,Orlando Pirates,2018 ~ 2021,170.2,64.0,LW RW LM,LW,Left,70,70,Fodder,0,1800000.0,500.0,3900000.0,311.5,1745,377,"
5"
204684,Mats Seuntjens,Netherlands,28,Fortuna Sittard,2020 ~ 2022,188.0,81.2,CAM ST,RM,Right,70,70,Fodder,0,1800000.0,8000.0,2600000.0,334.5,1919,417,"
3"
221838,Milos Jojic,Serbia,28,Medipol Başakşehir FK,2018 ~ 2021,177.8,78.9,CM RM CDM,CAM,Right,70,70,Fodder,0,1800000.0,20000.0,3400000.0,359.0,1964,412,"
15"
225934,Cedric Yambere,Central African Republic,29,Ettifaq FC,2019 ~ 2022,190.5,81.2,CB,CB,Right,70,71,Starter,1,1700000.0,15000.0,2900000.0,223.5,1523,335,"
2"
214415,Eder Chaux,Colombia,28,América de Cali,2020 ~ 2020,188.0,78.9,GK,GK,Right,70,72,Starter,2,1500000.0,1000.0,2200000.0,86.5,1144,384,"
3"
234383,Markus Schubert,Germany,22,Eintracht Frankfurt,"Jun 30, 2021 On Loan",188.0,82.1,GK,GK,Right,70,80,Starter,10,2300000.0,9000.0,0.0,96.5,1121,379,"
19"
235151,Takahiro Ohgihara,Japan,28,Yokohama F. Marinos,2017 ~ 2021,185.4,73.9,CDM CM,CDM,Left,70,70,Fodder,0,1600000.0,7000.0,2100000.0,294.5,1820,391,"
4"
186511,Rene Roman Hinojo,Spain,36,Dinamo Bucureşti,2020 ~ 2022,182.9,78.9,GK,GK,Right,70,70,Fodder,0,300000.0,2000.0,405000.0,101.0,1240,395,"
3"
193679,Marcel Correia,Portugal,31,SC Paderborn 07,2020 ~ 2022,185.4,81.2,CB,CB,Right,70,70,Fodder,0,1300000.0,11000.0,2100000.0,264.0,1680,357,"
1"
198288,Steven Beitashour,Iran,33,Colorado Rapids,2020 ~ 2020,177.8,71.2,RB,RB,Right,70,70,Fodder,0,800000.0,5000.0,1200000.0,307.5,1838,392,"
5"
213136,Steeven Willems,France,29,Sporting de Charleroi,2013 ~ 2022,180.3,74.8,CB LB,CB,Left,70,70,Fodder,0,1500000.0,8000.0,2300000.0,265.5,1759,370,"
3"
212625,David Kinsombi,Germany,24,Hamburger SV,2019 ~ 2023,182.9,73.9,CM CAM CDM,CDM,Right,70,75,Starter,5,2300000.0,7000.0,3900000.0,279.5,1852,406,"
13"
225169,Tony Mauricio,France,26,Racing Club de Lens,2019 ~ 2023,170.2,67.1,RM CAM,RM,Left,70,71,Starter,1,2100000.0,21000.0,4400000.0,315.0,1756,370,"
3"
225681,Luis Fernando Leon,Ecuador,27,Atlético de San Luis,2020 ~ 2022,182.9,69.9,CB CDM,CB,Right,70,70,Fodder,0,1600000.0,9000.0,2700000.0,216.0,1503,323,"
2"
251025,Gaizka Larrazabal,Spain,22,Real Zaragoza,2020 ~ 2023,180.3,81.2,RW,RW,Right,70,78,Starter,8,2600000.0,6000.0,4700000.0,304.0,1738,384,"
16"
225682,Mario Pineida,Ecuador,27,Barcelona Sporting Club,2016 ~ 2023,170.2,69.9,LB RB,LB,Right,70,70,Fodder,0,1600000.0,500.0,3400000.0,257.0,1553,339,"
1"
229266,Joe Rodon,Wales,22,Swansea City,2015 ~ 2022,193.0,76.2,CB,CB,Right,70,79,Starter,9,2500000.0,13000.0,5300000.0,227.0,1500,328,"
164"
201363,Ryder Matos Santos Pinto,Brazil,27,Empoli,2016 ~ 2022,180.3,69.9,RW ST LW,RW,Right,70,70,Fodder,0,1900000.0,3000.0,2900000.0,323.0,1761,375,"
3"
183955,Teddy Chevalier,France,33,Valenciennes FC,2019 ~ 2022,177.8,77.1,ST RW,RW,Right,70,70,Fodder,0,1100000.0,5000.0,1900000.0,340.0,1889,391,"
3"
253587,Eder Fernandez,Peru,31,Deportivo Binacional,2018 ~ 2020,182.9,79.8,CB,CB,Right,70,70,Fodder,0,1300000.0,500.0,2800000.0,242.5,1573,349,"
2"
201876,Ohi Omoijuanfo,Norway,26,Molde FK,2019 ~ 2021,188.0,74.8,ST LM,ST,Right,70,73,Starter,3,2200000.0,5000.0,3000000.0,323.5,1854,393,"
6"
230292,Elton Matheus Bessa Acuna,Brazil,24,Fortaleza,2019 ~ 2023,165.1,62.1,ST CF LW,CF,Left,70,70,Fodder,0,2000000.0,8000.0,3800000.0,319.5,1762,361,"
3"
236692,Marc Gual Huguet,Spain,24,AD Alcorcón,2020 ~ 2022,182.9,73.0,ST LM RM,ST,Right,70,77,Starter,7,2500000.0,6000.0,4400000.0,306.5,1634,355,"
7"
245396,Vladyslav Supryaga,Ukraine,20,Dynamo Kyiv,2018 ~ 2023,182.9,74.8,ST,ST,Right,70,84,Elite,14,3900000.0,500.0,11000000.0,256.5,1531,343,"
146"
246164,Lautaro Valenti,Argentina,21,Parma,"Jun 30, 2021 On Loan",188.0,79.8,CB,CB,Left,70,81,Elite,11,2800000.0,11000.0,0.0,266.5,1758,378,"
24"
192660,Sebastian Polter,Germany,29,Fortuna Sittard,2020 ~ 2022,193.0,93.9,ST,ST,Right,70,70,Fodder,0,1800000.0,9000.0,2600000.0,285.0,1674,364,"
3"
208534,Alfie Mawson,England,26,Bristol City,"Jun 30, 2021 On Loan",188.0,89.8,CB,CB,Right,70,74,Starter,4,2000000.0,21000.0,0.0,239.5,1538,339,"
12"
213654,Glen Kamara,Finland,24,Rangers FC,2019 ~ 2023,180.3,73.0,CM CDM,CDM,Right,70,77,Starter,7,2500000.0,23000.0,5000000.0,282.5,1832,396,"
24"
229526,Maksym Malyshev,Ukraine,27,Shakhtar Donetsk,2015 ~ 2021,180.3,82.1,CDM,CDM,Right,70,73,Starter,3,1900000.0,500.0,4099999.9999999995,312.0,1897,404,"
2"
